ID,WinRate_Sorted_Champions,PickRate_Sorted_Champions
EMqS5P5cSTMd0MCpEBViLsAjTS6eQFQ7AjkU4Nc89XcC4c9l-T-E10oGJA,"['Volibear', 'Yone', 'Sion', 'Gwen']","['Gwen', 'Yone', 'Aatrox', 'Renekton']"
EOZ-Pv4PPuP5UXr_Vp7ZMP_kR0ZyAkxaveqcYFQKmxQh-ng,"['Tristana', 'Sylas', 'Smolder', 'Aurora']","['Smolder', 'Tristana']"
EOwYmOkmBd7qYGmxwvnNmB41DLwoZlpb8R11fQblP0uxRafaSvq3csatwA,"['Varus', 'Nilah', 'Yasuo', 'Draven']","['Nilah', 'Draven']"
ER6jI2LRmfAAVlRcUdoekMaHklFKduYr6t_2Hj5IHN7sbbvH,"['Rell', 'Leona', 'Alistar']","['Alistar', 'Rell', 'Blitzcrank']"
ESrjh6Pr_y9ITrIsKzSvLzQlMRH-iPTTh9fZPoJ4hY6NlZQx,"['Sylas', 'Yone']","['Sylas', 'Yone', 'Hwei']"
EU538iEKW6DLOX_Ht6eE0pUJg0x6Lf9KRkrAMJFcF5WI9v41Wq-ioCShnQ,"['Braum', 'Leona', 'Alistar', 'Poppy', 'Rell']","['Leona', 'Rell', 'Alistar', 'Poppy', 'Braum', 'Rakan']"
EU9wpguWl3-gnX3cs1C3zB0UnUZ63zzJTzorvoGVQJio8Jw,"['Zeri', 'Jhin', 'Jinx', 'Varus', 'Leona']","['Jinx', 'Varus', 'Zeri']"
EV3qTbB_KgeOsW15rmbKS-S5X0dze2Q1k5I2JeojDL8WFCAmXJywew7XwQ,"['Ezreal', 'Briar']","['Aurora', 'Yasuo']"
EVnq6fyi3-1quoYL_i9MqQQRhQB9MxsqSrhlhmkZUdqyWqM,"['Graves', 'Nidalee', 'Viego', 'Skarner']","['Viego', 'Olaf', 'Nidalee', 'Graves']"
EXmabvNKP6EaJvP9Nwlj5Fj9fe_Dk8PdvS7GKZcDG59v7RA,"['Elise', 'Leona', 'Nautilus']","['Leona', 'Lulu', 'Nautilus', 'Rell', 'Poppy']"
EYXV30jgx8X1D75P8-9PvCT9UfO-eUvopkSA7G_ClygklQ,"['Thresh', 'Nautilus']","['Nautilus', 'Thresh']"
EYd9ryFXFqhbWUc8Y4lFmMAvmnRD0zdW6Fmg0b92naVqZP0,"['Jhin', 'Ezreal', 'Aphelios']","['Jhin', 'Ezreal']"
EYy67wL0XSss8M1Y_XC1kjqsdkez15BSszU5TdGDRA2SVtphLaEm-JDuBg,"['Lucian', 'Kled', 'Karthus', 'Renekton']","['Kled', 'Karthus', 'Renekton']"
EZCv50ArkFwumUPaagc5VkgJ671C7mt4n-H2OCNQv6jf7Av2FUDIIykhCA,"['Zac', 'Malphite']","['Zac', 'Renekton', 'Aatrox']"
EZLMFAtAg16lxXo0FCmvcVlTPOhVsbK6MYuxBH_Xe41CRwVjU-v6Gd4_6Q,"['Tristana', 'Taric', 'Draven', 'Jinx']","['Jinx', 'Kalista', 'Draven']"
EZ_y3JJSBNzmsKuIumwmsWbJ_y2_-XXG9K56vDYCCENaAkQ,"['Hwei', 'Akali']",['Yone']
EZv-NlufhOGcJEFG22sj7Us749WBW51D-yK8IdrQWjJhnOo,"['Xayah', 'Aatrox', 'Yone']",['Aatrox']
EZwvx0cN78OaHCzhcwz3vS6peuaJSexstxz6JUdHmTM6_Yn1mRg9QP4stA,"['Blitzcrank', 'Poppy']","['Blitzcrank', 'Rell', 'Pyke']"
E_7LmDMA6swLFOdyY8zlIj_AEymS0c5_E2pKrnjbuA31osU,"['Jinx', 'Jhin']",['Jhin']
E_Qvtv1wppmGIiBxvRR03KsvsdwPsg9KsVR21t7q5MGHKYtmsM1Aodwsjg,"['Nidalee', 'Graves']","['Nidalee', 'Graves', 'Viego', 'Lillia']"
E_srZYj8tnYRysd2e73dXXnEVvV9ku81FEBZX14yPKxof-g,['Jhin'],"['Jhin', 'Smolder']"
EanQ3yH1aLluNwsI57a7AQbwYdPgP7Fnb4VD5Yi7k0SGkInBu6UUrY41jQ,"['Kennen', 'Fiora', 'Jax', 'Camille', 'Renekton']","['Jax', 'Fiora', 'Camille', 'Renekton']"
EeqJ6UtRV2nRpb1BRKomQkJgHknrXmXTyrpEYsVTpwdzuGHKdYFgqqlByg,"['Gwen', 'Alistar', 'Volibear', 'Mordekaiser']","['Volibear', 'Gwen', 'Mordekaiser', 'Renekton']"
Eew-rkDdlOl4O5BW1dde9Rc0QvXPomkLqlOxXiPQoVtNocLl,"['Jhin', 'Xayah', 'Jinx']","['Jhin', 'Jinx']"
EexQzjtK0I4wUC5JJMZNd__O_5-kBnKia-EIdlKXj4m2ShI,"['Nasus', 'Aatrox', 'Kennen', 'Yone', 'Jayce', 'Tryndamere']","['Jayce', 'Tryndamere', 'Aatrox', 'Yone']"
Efymuy64CPnKNAjZE9BmLCxY7q-X_nIoy2euOLdueqcOmdU,['Zyra'],"['Zyra', 'Xayah']"
EhKUmUHlkdELPpGYPdMSU3YQzmesdODiXhhAiTJ666o9Q4U,"['Sion', 'Mordekaiser']","['Sion', 'Fiora', 'Mordekaiser']"
EhMWTwdTQg9dmkpcFszX2myU6ArVyrIpFl6migUX-5GfBK3KWCmr3BCISA,"['Orianna', 'Tristana', 'Zeri', 'Sylas', 'Yone']","['Yone', 'Sylas']"
EhXp1hc26NblvqJFG9-XMF1bH7lBJ8uYTbct2Tjf0QYBY4__Lmqw9Wxh5A,"['Corki', 'Maokai', 'Jax', 'Jayce']","['Maokai', 'Corki', 'Jax', 'Jayce']"
EjtP-i_r28ohDKwiXoh8f4qk1aYrR-k1xDBgbDHIOkp-U0E,"['Ahri', 'Taliyah', 'Aurora']","['Aurora', 'Hwei']"
EnK1pb9ItaLNcBra1MoA4pBtxynmT8VD5Ez7XNZc5yoklGANOlG0hgcYwQ,"['Rell', 'Leona']","['Rell', 'Leona', 'Nautilus']"
EnZVk-8-_vEj7As58TQCc6dqOxmPUxsC73mGaKQ5UXjZ1DWbu6OMFKrgOA,['Yasuo'],['Yasuo']
EolfE8KdpGgWw_cdNCpOiBEfTQQIEdUTinlUZMQl2gdbaoI,"['Thresh', 'Rakan', 'Pyke', 'Braum', 'Bard']","['Pyke', 'Thresh', 'Nautilus']"
EpgzJkSwGA5ayuwmx5iiRxZatyKn-LyoKhMv40RVKAsPx0AR8w_ttDDPrA,"['Viego', 'Yone', 'Orianna']","['Yone', 'Orianna', 'Viego']"
Eq5-cmbnvrcmBUXzZYpn-ZMaedMZwOQy9KsUgTLZJZwEcic,['Jinx'],['Jinx']
ErGatJvpYNgAm0tulFOrFQZBJc9Bz4GX3BOQJLwj5cHcDO7HtntI2Dq6qg,['Fiora'],"['Fiora', 'Jax']"
Es2kbDlwuUTEjhmPsY6DSWLt0XHeKst8-0dmXR9z8OspgQE,"['Thresh', 'Caitlyn', 'Blitzcrank', 'Ezreal', 'Jhin']","['Jhin', 'Ezreal', 'Thresh', 'Blitzcrank']"
EtD6qZZTB9mGkPMT9WwJselDqXYDYLySvV7n_L3C-rJUxGZqhYyCJ8ZGdw,['Cassiopeia'],['Cassiopeia']
EummQyDaOiA3n6MsE8aD_NRg1vuSCxz4zBg9xVUpgErXntY,"['Rell', 'Jinx']","['Jinx', 'Samira']"
Evme_Ni_Qc7NOxa_763QhB9AzuNryDf7qSapgdIYq1wgZ0M,['Lulu'],['Lulu']
Ewc-27VGbZ1DbVqTHVUP6RU6mXOUCavYMNz0ayAwUNZycA,"['Viego', 'Lillia', 'Taliyah', 'Elise']","['Viego', 'Nasus']"
ExkUfHFdDu0JsDKW-BscnzITAXmtvOpc-Ln13kliAHOxOA0,"['Ornn', 'Karthus', 'Yorick']","['Sion', 'Yorick', 'Karthus', 'Ornn']"
EyInLDDfjSOPPMDlrx6uTM7P2jlAluIHIqC9kRD3L_NjZ04,"['Seraphine', 'Braum', 'Karma', 'Thresh', 'Poppy']","['Rell', 'Leona', 'Thresh', 'Nautilus', 'Poppy']"
F-7UxCnhlU5wAS6alAw_-p1niu7w__tE_GuZfMJT2b49SMM,"['Aurora', 'Kennen', 'Yone', 'Aatrox', 'Gnar']","['Aurora', 'Jayce', 'Renekton', 'Gnar', 'Yone', 'Camille', 'Aatrox']"
F-lvELE6Kbf6qd7n3rtSHIDzhnAORWPOdWxSJ0motd7pWDVrLp7kMMFZig,"['Corki', 'Yasuo', 'Yone', 'Talon']","['Yone', 'Yasuo']"
F1DJcz3pS4QvM-IjVMBwYXYvKz3jpK28kfsJQPQ6BaDwHT0,"['Thresh', 'Taliyah']",['Viktor']
F2AjxVX2yTemM9RbEF9FY5-YLGRC8_tYErT--vOKsgpWHJ1vyBPSqLTXuw,['Aatrox'],['Aatrox']
F2ENaFas1i8kBO_FtU9BPHDhn1LNPf09lpihY1FGq9ESnJ0l2hsqLLNoxQ,['Vex'],"['Vex', 'Corki']"
F2FOhG74yKBENna_B0RAyUmFR9HCMHjXJdcElzbxHtyHhrp3mOxminrRXg,"['Syndra', 'Jayce', 'Viego']","['Viego', 'Zoe']"
F31bONkVk6vV8vYTLakNeKPW9JSHn_8WlsftsrME1LkVyW4,['Aphelios'],['Jhin']
F34J3y6eWVqNuoZ1hdsFwivRfyLo6TTShuBaCf9q4U19ifQ,['Shaco'],['Shaco']
F3hZs6DUFOOedZkcrq914zXShWGwWhjs9okI-kMRaD45-4iN8qUdqhWGmg,['Graves'],"['Nidalee', 'Lillia']"
F4QoSoMfb6O-noSRb6qt3j-ueB2RJrzUniccHUTswO_U66wmro5tc47T0g,"['Gwen', 'Skarner']","['Skarner', 'Gwen']"
F4T00iTjO3sdRsjYHjpwn1a3E8B7PDufposHFCHIaKpS694,['Kayn'],['Kayn']
F4e_3StxmUesaJ0Wx1nDPXhh0WPLbnii2AyuPoLBCJyMXi8,['Camille'],"['Camille', 'Morgana']"
F4vAQ2Jgu5A7MUz_Ug2mXzrE5JQG0vxexJlV6vUMtse3A68,"['Kalista', 'Caitlyn', 'Zeri', 'Jhin', 'Jinx']","['Jhin', 'Kalista', 'Caitlyn']"
F4wF0HsBXY7q-ACUL6iBhjI5-OjhygFwc9qZ3FOwD1cNbdg,"['Soraka', 'Lulu', 'Nami', 'Sona', 'Janna', 'Seraphine']","['Lulu', 'Seraphine', 'Soraka', 'Nami', 'Sona', 'Janna']"
F5f4q39fNwFohLZ7idvQj1k3JhCY4_JYcpCgLWr7D13F0lo,"['Aphelios', 'Ziggs', 'Smolder', 'Ezreal', 'Jhin']","['Ezreal', 'Smolder', 'Jhin']"
F6T7GyQ4yuPUWo0EsiUv-Ou9d2RgPHD9RZPseByX6OaiZljpHvuDg79EZw,"['Alistar', 'Jinx', 'Jhin', 'Leona']","['Jhin', 'Leona']"
F7G8mMsy4EVlHGYG10gWMNByJI5uxOOz3UB0XidxJP5-Chw,"['Zoe', 'Illaoi']",['Illaoi']
F7VE84JrqEXuA7vLuAl6RCaiomll6lLDjnvWSFaGt0boyV8,"['Rakan', 'Alistar', 'Rell', 'Nautilus', 'Leona']","['Rell', 'Leona', 'Rakan', 'Nautilus']"
F7VquDiHox2epZ7OyoFuj7CUuBkpLUOWBo_MagEZF0RioGI,['Yone'],"['Riven', 'Yone']"
F7mcNAsYiPKOjWfYIOXoHPPsHHO1VW8DNNi9cqdNM98U6as,"['Bard', 'Poppy', 'Leona', 'Nautilus', 'Rell']","['Rell', 'Poppy', 'Nautilus', 'Bard']"
F7p7wPoJeBnie-9Ow9amUhgeQk9-RtYta1tcUcFL2BnbUJI,"['Pyke', 'Blitzcrank', 'Lissandra']","['Zed', 'Pyke', 'Syndra', 'Lissandra']"
F9gwNG3AzXDMM61rDxC6MP-L8OIzqss6cvQ1GjacTt7ZEHN7LLhlH_iM0Q,"['Yone', 'Darius', 'Gnar', 'Jayce']","['Gnar', 'Darius', 'Jayce']"
FAADz_BKfvpyIIEa7TcavleCooicuE7M7hI3t2SFxg3Owy6WQBRe0tlS5A,"['Lillia', 'Viego']","['Viego', 'Lillia', 'Yone', 'Graves']"
FAz6lR85WhMyipyo5WOwH2EqWeluPzEBuoA2QU2pDqJtvh4vRqUvZb8oVQ,"['Thresh', 'Ekko']","['Ekko', 'Nidalee', 'Lillia', 'Thresh']"
FBFbQM8_zLbAggCdDT0CeRSs1sUt7irvSJ4DxSO142WwOxleVRoRHNyLCQ,"['Aatrox', 'Viego', 'Yone']","['Yone', 'Viego']"
FBaxwpk3HnqJadSfLr2jhH-_-NDu4GJSiDDixJIDJ8l3YAI,"['Rakan', 'Ahri', 'Orianna', 'Neeko', 'Talon', 'Aatrox', 'Sylas']","['Yone', 'Ahri', 'Orianna', 'Sylas']"
FDuqO_rku7BpxxOdkCrjWoYhizVCUh6jvTLvZUM1Wei2cQ,"['Senna', 'Pyke']","['Pyke', 'Xerath']"
FDvw_a-xfkG-gEteX8ruJfsaepkDSVh0U7RCCHIHsSSM19jtajEiN7eWuw,"['Poppy', 'Karma', 'Pyke']","['Pyke', 'Senna', 'Blitzcrank']"
FEIMYKOBKa1vQMYvd7uvQ3M9cdslJezbgetOmMthNjxcSxg,"['Sion', 'Yone', 'Ezreal']","['Smolder', 'Sion', 'Vex']"
FEX1i5Rh6vwJS_OEzCcSx7dmmbpEQlfpSMzmMypjF3r31e4,['Hwei'],['Hwei']
FEof4b_TIfeIYDh0IE5OPuYB6ewA7BHtRjWwGBdqhONwZPUN,"['Ashe', 'Ezreal', 'Jhin']","['Jhin', 'Ezreal']"
FHDw0DgcxAwv8ZB-xTcCbRy7Lkan4tu-VYF5cqP0EcS0eI0,"['Ahri', 'Yone', 'Akali']","['Yone', 'Talon', 'Akali', 'Sylas']"
FJ8ChiaPnLs6Ofjaen9nsr6OaBJZ4xO2iPmvBEW7xUqsJUk,['Jhin'],"['Jhin', 'Jinx']"
FJwxRohc0IwDDG86p7LJ0LDD7Pw6rz15DVbcoyfh5divxNI,"['Tristana', 'Yone', 'Smolder', 'Hwei']",['Yone']
FLQtgxSfY9uSz8w0am0iwRVaJnbkRDdzpjXausuwSVem-RaY,"['Jhin', 'Ezreal', 'Samira', 'Kalista']","['Jhin', 'Ezreal', 'Kalista']"
FLT2e_FVn7303qJm0QopybuoiRgsjOUO8qzE3YW4NtvUK3Y,"['Volibear', 'Gwen']","['Volibear', 'Nasus', 'Udyr']"
FNXXxiE-vVw78_FKsVxuUg9NbNuyYYD5-q-gIqwlhphlQjaF,"['Kalista', 'Warwick']","['Warwick', 'Kalista']"
FOOEapjMz8DsIeEp1NSh9CF6jxPzWSTk5h4rUrDNUvnPd6Rc,"['Graves', 'Aurora']","['Vi', 'Graves']"
FOeQRGrJI3Z13qyL20w7QDthm2iSpniMovhhEyu_g0tWA28,"['Maokai', 'Illaoi', 'Rumble']","['Rumble', 'Maokai', 'Kennen', 'Vladimir', 'Aatrox']"
FOrxSSIHfK6kQafV6ZUPBzxlC222qFzplqYGUGKPfkfd9iw,"['Skarner', 'Aatrox']","['Aatrox', 'Briar', 'Skarner']"
FPAVZfzuvDmDypI3eav1NrO2GAAxD35HrcBuZXnPxe8tiotHFwOkV4j3SQ,"['Katarina', 'Akali']","['Katarina', 'Akali']"
FPlJcxnNsQz9_ko3Mc87siWbcatZUUaYXkeFmCyUnukiHcQ,"['Corki', 'Viktor', 'Azir', 'Vex', 'Akali', 'Hwei']","['Azir', 'Viktor']"
FQN3skGobS3o_5DQTFbIetfYNxbFBABZYsqAOnvl4hP3RmI,"['Orianna', 'Corki', 'Yone']","['Yone', 'Yasuo', 'Corki', 'Orianna', 'Tristana']"
FRiFz2kZh2LxHb9Qy9-xHCN4_CAQ11AUhUWwwBgePlvreQw,"['Hwei', 'Jinx', 'Viego', 'Yone']","['Hwei', 'Viego']"
FRkGnXZVadHGWtq_RBgjJXATxFPgZBw7KAfofNp3hAKZtGw,"['Leona', 'Rell', 'Alistar', 'Jhin', 'Ashe']","['Jhin', 'Rell', 'Alistar']"
FRpxlFKAuuVJLDpeAWrBoAmmr9iyPTTkv25KqXOuL5oYZRjBLmqigcL2fA,"['Aatrox', 'Sett']",['Sett']
FSRhMdI8xkR1Fw7AbBYAhhMZkyoVn4Nw6v6r5sAWRzPudaJbX2ZFzVxGbw,"['Viego', 'Galio', 'Yone']","['Galio', 'Yone', 'Viego']"
FT0YxyoYAolz4VlinPNre85UItzLqkn2yvEf-8BpHz-jnoIV64tGFQxHaQ,['Kindred'],"['Kindred', 'Xayah', 'Leona']"
FVIG0vEls6LpX9Lw140TmUAaO3eeF3f0ugYsQonWXTjJIJMXQGtxurNFpw,"['Gwen', 'Vi', 'Camille', 'Akali', 'Renekton']","['Akali', 'Smolder', 'Camille']"
FVK-IpUO9rt4xpgb5pGTlG0HHxIKj2xhL0Pb5-aAAoqs7z47Y4v4CcVytw,"['Nautilus', 'Pyke', 'Rumble']",['Pyke']
FV_1mlgTx6Tk6pTpUk3FobBgsSDJIsDseU01qs8ee6PXeHk,['Zac'],"['Zac', 'Hecarim']"
FWFM-Y8RQ76cmmkUx0shvjLOW7jk7vgRKKLgVi6jmDuUzW1B,['Shen'],"['Shen', 'Pantheon', 'Volibear']"
FW_oiieT_dfeVmZF_f-hqXA0FBL6vWA9B1ny-L4LxTDGoZs,"['Ashe', 'Lucian']","['Lucian', 'Jhin', 'Ashe']"
FWrLXNuPT4iXoN-4zKqLAuIlarHL-QTRgURk6jWqZdguyaM,['Hwei'],"['Aphelios', 'Hwei']"
FYXl7El87DThSSqm7t3nXu-UnnelHVUnbct8IgIcKOdNdfqQ1xZNf5oy5w,"['Yasuo', 'Yone']","['Yasuo', 'Yone']"
FZYC8TeU7qrw51i3vUM98GY1q29mDFLorycmv4VHFTD1NxQ,"['Xayah', 'Varus', 'Jhin', 'Jinx', 'Ezreal', 'Yone']","['Varus', 'Jinx', 'Ezreal']"
F_CWFj0nwAG7syA_MwIW9NDLZ5LuQQG33PFfyYexFgoGfI0,"['Jhin', 'Riven', 'Ashe']","['Jinx', 'Jhin', 'Ashe']"
F_CtBNdwo6GwG0kLUOqhKg3t3Gg6pFYGtAG4M1fmEMzU24twnRu81yWpGw,"['Volibear', 'Yone']","['Sett', 'Volibear', 'Aatrox', 'Yone']"
F_slmquLzZ0P6s_CpoP98DWm60I7QyhUMmA_-1ZrBqFQLrc,"['Tryndamere', 'Kennen', 'Jayce', 'Camille', 'Jax', 'Rumble']","['Jayce', 'Kennen', 'Jax']"
FcamOysWQLAd2kyEdePNCCJSLsLDWwy41oW-G_SRC_dHp3oOUU8_exk2tQ,"['Jax', 'Cassiopeia', 'Vex', 'Tristana']","['Vex', 'Cassiopeia']"
Fcw7u7jLDZzMXp9-LRNXAz_9m72If4L0-vmPs06QMt8EXbk,"['Poppy', 'Zac', 'Udyr']","['Illaoi', 'Zac', 'Volibear']"
FdX_NSaDI-pDE67WNw_sVBiGlP9bJ8ly_VNBdDS7T5ExF2h3rbq1htkyGg,"['Cassiopeia', 'Nidalee', 'Zed']","['Cassiopeia', 'Yone']"
FeGtw8jskfPkNsQ4bEuksH0725gJNBVC-efpN2TjRYBlPm0,"['Akshan', 'Veigar']","['Veigar', 'Akshan']"
FeTPiMhokJohhjYMskYLb_Kam5iquoZw654-Ec6o2EqUF5YrH6nvFv15uw,"['Yone', 'Corki', 'Orianna']","['Orianna', 'Yone', 'Akali', 'Hwei']"
FevMNU9FvwulZvUDq0W3zKn39SbDv93GrOo6zEeBWIIQpkvI,"['Skarner', 'Gragas']","['Skarner', 'Gragas']"
Ff2BfuPkmJom7mMuZ3DMH-I406XaiAnueYiN3NqoNH39Sw,"['Graves', 'Ezreal', 'Jhin']",['Ezreal']
FfhnuQhKOnvRFqY2XjCJKgjPGvnVjCdIq50f-gLVHz_lfVug7Z0Xu7IXwQ,"['Varus', 'Jhin']","['Jhin', 'Ashe', 'Ezreal', 'Aphelios']"
FfuXX_I8XJavzpZA7wVot-oTddlkk4U8xBiYcxSyFfIt4-lLTXLN_Oxl7w,"['Jax', 'Skarner']","['Jax', 'Gwen']"
FgJMdbcnytnWjW0UsWp3wd7MyW4oxpQ9Fq-8OQdunlUX1K7DJ9AOeEhYbg,"['Nocturne', 'Taliyah', 'Viego', 'Nidalee', 'Rell', 'Leona']","['Viego', 'Rell']"
FhWMSYBVYG-ct7DoqqOKFbNL1RZ5s769xlQ1by1gHNh7HasTAh9YMB7yrA,"['Karthus', 'Nautilus', 'Brand']","['Nautilus', 'Brand', 'Graves']"
Fhw-KsxW1QfRUhwTKn1-WlcHzBdZi-FatkFTRE3GgteV7Ro,"['Zyra', 'Hecarim', 'Nidalee', 'Viego', 'Lillia', 'Karthus']","['Viego', 'Zyra', 'Lillia']"
FjPFGZYEJ0Owf1Waa5IMzbyRWt7L5sDrGukZ0UP9U0iVm4w,['Pyke'],['Pyke']
Fk4HeDubQaLvxlBq5VU7_Llu5vaA3ZlSEbJF1ru_vGBK9i4,['Elise'],['Elise']
FkSHxsdPeuJLyM5y6OMw8Ct0YjyEz50GLXEia11jNDoTzTRn,"['Ashe', 'Pyke', 'Ezreal', 'Yone']","['Ezreal', 'Jinx']"
FkgzA9YKvtj7PvDA-uRkXAH_Xwbl4Jc19cMHigHQLah7m72oB56mpX24vQ,['Zed'],"['Zed', 'Irelia']"
FksTTjqVCsz0bSR4WUJ8GS4n2FcJRk8EQtKXPBm2HOuA8zs,"['Camille', 'Yone']","['Fiora', 'Camille', 'Yone']"
FkwLU88VV-NFbxDbS0SJl3oBRCWTmVq0yFsViifJoJBKjxRLhOEqOej88A,"['Yone', 'Hwei', 'Smolder']","['Yone', 'Smolder', 'Hwei']"
FlHHrN4UnxNyG0ITzFkYFRAJrXGTxq1-nJqHfZiOiov6Y3Dp7bStOGiFFA,"['Varus', 'Ashe', 'Zeri', 'Lucian']","['Jinx', 'Jhin', 'Ezreal']"
FltLJAMC5D_jf2t4U1ruYLt51vqOThuoJI1lKH8zMNZOuTU,"['Elise', 'Nidalee', 'Yone', 'Karthus']","['Yone', 'Nidalee', 'Elise']"
FnLOSdbEWFNQYzLtWZ9UhaQn5FdnlOBoNOYGEKHSwbpg37g,"['Senna', 'Vayne', 'Jhin']","['Jinx', 'Vayne', 'Jhin', 'Senna']"
Fnc11N7qYcFv1yqgkmumUEDT6c14F1-wbP7KUWCALaO4XaJ_l5ojDn2xOQ,"['Thresh', 'Hwei']","['Thresh', 'Viego', 'Yasuo']"
FngkvR2I6ScgXrnd5I-XCc7D6KJElqLZ-TRF4VZNh5gQTUegzglKyqdEZg,"['Orianna', 'Talon', 'Syndra', 'Ezreal']","['Syndra', 'Zoe', 'Talon']"
Fnxn4wm2r7mLZVMh36fL_Wz9IqM_-69gkbL9fL10BrMztUw2,"['Riven', 'Yasuo', 'Fiora', 'Darius', 'Gangplank', 'Camille']","['Camille', 'Riven', 'Darius', 'Fiora']"
Fo1eA6f_mxI9biYIlM0BRgjhydcDVpwAl-8LgfcogrpXSQldUVrIXHXhLg,"['Corki', 'Karthus', 'Katarina', 'Syndra', 'Zoe']","['Corki', 'Karthus', 'Zoe']"
FoQ0vuSX0vt8tYBI41lG11HOSrlVhPZM3sH5hFwcfpIWaA,"['Jax', 'Gnar']",['Jax']
Fokn4KCTJ4oA4W5fIObpKm2oZ4gfyV_oR0tJWC6CF04Ehfo,"['Yone', 'Orianna']","['Orianna', 'Hwei', 'Vladimir', 'Yone']"
Fp9f2irzjwJncACeQbujKMIrun6vSF1NagCwb76VorvYRUfvNejiXwfetQ,"['Ashe', 'Ezreal', 'Hwei', 'Jhin', 'Smolder', 'Syndra']","['Ezreal', 'Jhin', 'Ashe']"
FpjloKiZ1c9tCxmvOY-a8pIcEGm1u_jzUwYBe0txCdAnqPKsnCCAFsyuig,"['Aatrox', 'Fiora']",['Fiora']
FqTpRii4WkBpsTjrm90_aBkEvusIyRGpZS56Q5tE_NKbcdtqjAFTzuBIVQ,"['Ezreal', 'Jhin', 'Smolder']","['Zeri', 'Ezreal', 'Jhin']"
FtFmIllbCbVnzfiX_j_UKHogRkkR_IiuBxTD-rDNTonxd_0GlraDAkC_nw,"['Ezreal', 'Jhin', 'Aphelios']","['Lucian', 'Jhin', 'Aphelios', 'Ezreal']"
FtHoaTXjsh3BE351jXBSjKfpEjDSV0u3kqllAO0P_p7n2NM,"['Kalista', 'Ashe', 'Jinx']","['Ashe', 'Jhin', 'Ezreal']"
FtqHP2JJO3VPnNWMe8jzJ_EuL3-BSfeqGK46im7PcXmpZsE,"['Yone', 'Gangplank', 'Rumble', 'Skarner', 'Gnar']",['Gangplank']
FuyeojG2YWz3NAJg7yMGpM_wNtUJVkEJmIYz60VdeO6J0A,"['Darius', 'Skarner']","['Yasuo', 'Xayah']"
FwViks6_00u0PvfwP-eJzWTv2KAOv_yYblRa5gbFHj43Fnr7VnrXwk679w,"['Yone', 'Hwei', 'Jhin', 'Nilah']","['Hwei', 'Nilah']"
FxcmWx8yYCTFnNyR2OgT8IcCWij_Oqye1AORjhoI3KHZGZs4kNeW8jv4nQ,"['Viego', 'Yone', 'Ryze', 'Gnar', 'Camille', 'Vayne', 'Kennen', 'Aurora', 'Jayce']","['Aurora', 'Jayce', 'Gnar']"
FxucGBlvHQwH62MyQW_PIATGKZy9Wmm0cVTozyMnfk875ldpkiU-tj5hKQ,"['Sylas', 'Akali', 'Yone', 'Hwei']","['Hwei', 'Syndra', 'Sylas', 'Yone']"
G0V9M8SE9uNr-X-aBm_6hQqN2Zw6swBDLCeXXHaBd44udgQ,"['Mordekaiser', 'Aatrox', 'Volibear', 'Kayn']","['Aatrox', 'Volibear', 'Yone']"
G1-GyqrNxeCizY4sgri8VOfuFiSt0RP-y09LVLHVTZqheRU,['Varus'],['Varus']
G2v22x6liA1GqxCCJUvT1ANVKBmmIlSdr0Ghvo5KfH_G6BSEHMJL8HSkzA,"['Jhin', 'Alistar', 'Leona', 'Nautilus', 'Pyke', 'Ashe']","['Leona', 'Alistar']"
G4-1VdmkRKPlKUF-FYZawGfb6EuLvGmamfa7q5oyhvgUtoo,"['Amumu', 'Nocturne', 'Vi', 'Lillia']","['Amumu', 'Lillia', 'Nocturne']"
G42MQkzACXtuTmOhHqzcQQDca7Cf2cU29TKdJL88Z2uS_eo,"['Naafiri', 'Talon', 'Zed']","['Talon', 'Naafiri']"
G6ihJiT7zl_s6JGITQdcAMVxOb9BR12PSQwX5rgTBm9p2-uay2QEp3VqhQ,"['Gwen', 'Jax', 'Renekton']","['Renekton', 'Gragas', 'Jax']"
G7kPLgDFDHAw_bBkPpHjK2dngIQHO5zYesEOp_3UydxaelVIuVM0T3aq0w,"['Varus', 'Jinx', 'Ashe']","['Jhin', 'Varus', 'Ashe']"
G8htvpT_S_kJW84QA3NH9fDf3JfW7nBu3Mlgo9puUvanyIc,"['Blitzcrank', 'Leona', 'Braum', 'Thresh', 'Hwei', 'Nautilus']","['Thresh', 'Nautilus', 'Blitzcrank', 'Leona', 'Braum']"
G9-WJp5KdpHckWMgXJ9nPYXatPWAoNT7V0pS-Ih7yBBL87hQv8kvuZPRyA,"['Viego', 'Lillia', 'Kayn', 'Lucian']","['Kayn', 'Lillia', 'Graves', 'Karthus']"
G9HYkOa4FYFBF3esgaAeNupBSd0mDpJjxoue349Br5zk99Qk,"['Akali', 'Irelia', 'Hwei']","['Zed', 'Hwei']"
GAsuU6lCKJOkpWHApecXPprIUQKxlFUXr9MdJWCO2Z9mrAo,"['Janna', 'Lulu', 'Nami', 'Yuumi', 'Seraphine']","['Lulu', 'Yuumi', 'Janna']"
GB25tiId1pu2yC-bZMoyKFKzPcBg3ZsgckE0SAq_Whj-WhM,"['Yasuo', 'Aurora']",['Aurora']
GBp_qVAbFpnl9jkv3LnBDaPc97sC5sXOeYwZIkoS5gnJi2U,"['Jhin', 'Ezreal', 'Zeri']","['Ezreal', 'Zeri']"
